"playerScore";"postPlayerScore";"playerID";"year";"tmID";"threeAccuracy";"postThreeAccuracy";"bmi";"coachID";"stint";"won";"lost";"post_wins";"post_losses";"confID";"name";"playoff";"firstRound";"semis";"finals";"teams_score";"winRatio";"postWinRatio"
-0.0229663685563993;0.2766210134960222;"abrossv01w";9;"CON";0.1666666666666666;0.0;21.695945945945947;"thibami99w";0.0;21.0;13.0;1.0;2.0;"EA";"Connecticut Sun";"True";"False";"False";"False";2831.5000000000005;0.6296296296296297;0.3333333333333333
0.1906679076294906;0.8882203507664699;"ajavoma01w";10;"WAS";0.3414634146341463;0.25;24.325259515570934;"plankju99w";0.0;16.0;18.0;0.0;2.0;"EA";"Washington Mystics";"True";"False";"False";"False";2485.2;0.4642857142857143;0.0
-0.4931156917264659;0.2443316074910604;"aldrima01w";1;"WAS";0.5;0.0;21.336837928982344;"darscna99w";1.0;9.0;11.0;0.0;0.0;"EA";"Washington Mystics";"True";"False";"False";"False";2287.3;0.5094339622641509;0.0
-0.4931156917264659;0.2443316074910604;"aldrima01w";1;"WAS";0.5;0.0;21.336837928982344;"walkeda01w";2.0;5.0;7.0;0.0;2.0;"EA";"Washington Mystics";"True";"False";"False";"False";2287.3;0.5094339622641509;0.0
-1.5728594659152462;;"aldrima01w";2;"WAS";0.0;;21.336837928982344;"maherto99w";0.0;10.0;22.0;0.0;0.0;"EA";"Washington Mystics";"False";"False";"False";"False";2091.3;0.2641509433962264;
-0.8874846477352161;;"alhalta01w";2;"ORL";0.3636363636363636;;20.20582561728395;"peckca99wc";0.0;13.0;19.0;0.0;0.0;"EA";"Orlando Miracle";"False";"False";"False";"False";2264.2000000000003;0.4150943396226415;
-0.8487316289366691;;"amachma01w";2;"NYL";;;23.08594483017452;"adubari99w";0.0;21.0;11.0;3.0;3.0;"EA";"New York Liberty";"True";"True";"False";"False";2360.7;0.6415094339622641;0.5
1.7089676117674812;;"amachma01w";6;"WAS";;;23.08594483017452;"adubari99w";0.0;16.0;18.0;0.0;0.0;"EA";"Washington Mystics";"False";"False";"False";"False";2383.7000000000003;0.4629629629629629;
2.8715581757239126;;"anderam01w";7;"CON";;;22.64679783950617;"thibami99w";0.0;26.0;8.0;3.0;2.0;"EA";"Connecticut Sun";"True";"True";"False";"False";2967.4;0.7592592592592593;0.6
-1.081249741727955;;"anderam01w";7;"NYL";;;22.64679783950617;"coylepa99w";0.0;11.0;23.0;0.0;0.0;"EA";"New York Liberty";"False";"False";"False";"False";2292.9000000000005;0.3333333333333333;
-0.4375483722567097;;"anderjo01w";9;"CON";0.2318840579710145;;25.237456747404845;"thibami99w";0.0;21.0;13.0;1.0;2.0;"EA";"Connecticut Sun";"True";"False";"False";"False";2831.5000000000005;0.6296296296296297;0.3333333333333333
-0.2304691815607598;-0.6829614249605173;"anderke01w";1;"WAS";0.375;;19.575629316106035;"darscna99w";1.0;9.0;11.0;0.0;0.0;"EA";"Washington Mystics";"True";"False";"False";"False";2287.3;0.5094339622641509;0.0
-0.2304691815607598;-0.6829614249605173;"anderke01w";1;"WAS";0.375;;19.575629316106035;"walkeda01w";2.0;5.0;7.0;0.0;2.0;"EA";"Washington Mystics";"True";"False";"False";"False";2287.3;0.5094339622641509;0.0
-1.1701537260305055;-1.0589862348910235;"anderke01w";2;"CHA";0.0;0.0;19.575629316106035;"donovan99w";0.0;18.0;14.0;4.0;4.0;"EA";"Charlotte Sting";"True";"True";"True";"False";2153.3;0.6226415094339622;0.5
