"playerScore";"postPlayerScore";"playerID";"year";"tmID";"threeAccuracy";"postThreeAccuracy";"bmi";"coachID";"stint";"won";"lost";"post_wins";"post_losses";"confID";"name";"playoff";"firstRound";"semis";"finals";"teams_score";"winRatio";"postWinRatio"
0.4251707975262301;;"abrossv01w";2;"MIN";0.25;;21.695945945945947;"aglerbr99w";0.0;12.0;20.0;0.0;0.0;"WE";"Minnesota Lynx";"False";"False";"False";"False";1897.1;0.3962264150943396;
-0.0313077044654377;;"abrossv01w";3;"MIN";0.3333333333333333;;21.695945945945947;"aglerbr99w";1.0;6.0;13.0;0.0;0.0;"WE";"Minnesota Lynx";"False";"False";"False";"False";1968.0;0.3018867924528302;
-0.0313077044654377;;"abrossv01w";3;"MIN";0.3333333333333333;;21.695945945945947;"vandehe99w";2.0;4.0;9.0;0.0;0.0;"WE";"Minnesota Lynx";"False";"False";"False";"False";1968.0;0.3018867924528302;
0.4398062461150427;-0.2996108762763155;"abrossv01w";4;"MIN";0.3048780487804878;0.4285714285714285;21.695945945945947;"mcconsu01w";0.0;18.0;16.0;1.0;2.0;"WE";"Minnesota Lynx";"True";"False";"False";"False";2491.7;0.5517241379310345;0.3333333333333333
0.0934196852306213;-0.2392208675113282;"abrossv01w";5;"MIN";0.3773584905660377;0.25;21.695945945945947;"mcconsu01w";0.0;18.0;16.0;0.0;2.0;"WE";"Minnesota Lynx";"True";"False";"False";"False";2126.9;0.5357142857142857;0.0
0.2115150552583475;;"abrossv01w";6;"MIN";0.4024390243902439;;21.695945945945947;"mcconsu01w";0.0;14.0;20.0;0.0;0.0;"WE";"Minnesota Lynx";"False";"False";"False";"False";2288.1000000000004;0.4107142857142857;
0.2277886943732646;;"abrossv01w";7;"MIN";0.3692307692307692;;21.695945945945947;"jenkica99w";2.0;1.0;10.0;0.0;0.0;"WE";"Minnesota Lynx";"False";"False";"False";"False";2510.1;0.2962962962962963;
0.2277886943732646;;"abrossv01w";7;"MIN";0.3692307692307692;;21.695945945945947;"mcconsu01w";1.0;9.0;14.0;0.0;0.0;"WE";"Minnesota Lynx";"False";"False";"False";"False";2510.1;0.2962962962962963;
0.808683957970615;;"abrossv01w";8;"MIN";0.4455445544554455;;21.695945945945947;"zierddo99w";0.0;10.0;24.0;0.0;0.0;"WE";"Minnesota Lynx";"False";"False";"False";"False";2767.9000000000005;0.3214285714285714;
0.059542249154294;;"adamsjo01w";4;"MIN";0.4166666666666667;;22.496;"mcconsu01w";0.0;18.0;16.0;1.0;2.0;"WE";"Minnesota Lynx";"True";"False";"False";"False";2491.7;0.5517241379310345;0.3333333333333333
0.180284700012003;0.2663471115853523;"aguilel01w";3;"UTA";0.5238095238095238;;25.83983069725997;"harveca99w";0.0;20.0;12.0;2.0;3.0;"WE";"Utah Starzz";"True";"True";"False";"False";2330.2;0.6037735849056604;0.4
0.1055935392911444;;"ajavoma01w";9;"HOU";0.1911764705882352;;24.325259515570934;"thompka99w";0.0;17.0;17.0;0.0;0.0;"WE";"Houston Comets";"False";"False";"False";"False";2599.8;0.5;
-0.5592703048495569;-2.826097363526192;"allench01w";9;"SAC";0.3333333333333333;;18.826621702043244;"bouceje01w";0.0;18.0;16.0;1.0;2.0;"WE";"Sacramento Monarchs";"True";"False";"False";"False";2475.0;0.5;0.3333333333333333
-0.8091540778232583;;"amachma01w";4;"SEA";;;23.08594483017452;"donovan99w";0.0;18.0;16.0;0.0;0.0;"WE";"Seattle Storm";"False";"False";"False";"False";2628.7;0.5;
